PDF Name,Text from 2nd last <td>,Download Link
"Monday, 25th January, 2021","Monday, 25th January, 2021",https://na.gov.pk/uploads/documents/1613120947_163.pdf
"Friday, 22nd January, 2021","Friday, 22nd January, 2021",https://na.gov.pk/uploads/documents/63ec606b2b4c6_536.pdf
"Thursday, 4th March, 2021","Thursday, 4th March, 2021",https://na.gov.pk/uploads/documents/1615523311_369.pdf
"Tuesday, 2nd March, 2021","Tuesday, 2nd March, 2021",https://na.gov.pk/uploads/documents/1616143890_462.pdf
"Monday, 1st March, 2021","Monday, 1st March, 2021",https://na.gov.pk/uploads/documents/1617010233_353.pdf
"Friday, 26th February, 2021","Friday, 26th February, 2021",https://na.gov.pk/uploads/documents/1615537373_220.pdf
"Tuesday, 23rd February, 2021","Tuesday, 23rd February, 2021",https://na.gov.pk/uploads/documents/1615461174_446.pdf
"Monday, 22nd February, 2021","Monday, 22nd February, 2021",https://na.gov.pk/uploads/documents/1616135308_399.pdf
"Friday, 19th February, 2021","Friday, 19th February, 2021",https://na.gov.pk/uploads/documents/1615436970_254.pdf
"Saturday, 6th March, 2021","Saturday, 6th March, 2021",https://na.gov.pk/uploads/documents/1617021092_607.pdf
"Monday, 5th April, 2021","Monday, 5th April, 2021",https://na.gov.pk/uploads/documents/1618983133_769.pdf
"Friday, 2nd April, 2021","Friday, 2nd April, 2021",https://na.gov.pk/uploads/documents/1618810875_332.pdf
"Thursday, 1st April, 2021","Thursday, 1st April, 2021",https://na.gov.pk/uploads/documents/1620113210_675.pdf
"Monday, 29th March, 2021","Monday, 29th March, 2021",https://na.gov.pk/uploads/documents/1617785681_656.pdf
"Friday, 23rd April, 2021","Friday, 23rd April, 2021",https://na.gov.pk/uploads/documents/1621229892_611.pdf
"Tuesday, 20th April, 2021","Tuesday, 20th April, 2021",https://na.gov.pk/uploads/documents/1620047161_429.pdf
"Monday, 19th April, 2021","Monday, 19th April, 2021",https://na.gov.pk/uploads/documents/61e800cccbafd_568.pdf
"Friday, 16th April, 2021","Friday, 16th April, 2021",https://na.gov.pk/uploads/documents/1620121971_555.pdf
"Friday, 28th May, 2021","Friday, 28th May, 2021",https://na.gov.pk/uploads/documents/1623214408_616.pdf
"Thursday, 27th May, 2021","Thursday, 27th May, 2021",https://na.gov.pk/uploads/documents/1626241316_651.pdf
"Monday, 24th May, 2021","Monday, 24th May, 2021",https://na.gov.pk/uploads/documents/1623407807_977.pdf
"Friday, 21st May, 2021","Friday, 21st May, 2021",https://na.gov.pk/uploads/documents/1622701726_977.pdf
"Tuesday, 18th May, 2021","Tuesday, 18th May, 2021",https://na.gov.pk/uploads/documents/1623048981_338.pdf
"Monday, 17th May, 2021","Monday, 17th May, 2021",https://na.gov.pk/uploads/documents/1622516716_178.pdf
"Wednesday, 30th June, 2021","Wednesday, 30th June, 2021",https://na.gov.pk/uploads/documents/1628503889_329.pdf
"Tuesday, 29th June, 2021","Tuesday, 29th June, 2021",https://na.gov.pk/uploads/documents/1628062060_128.pdf
"Monday, 28th June, 2021","Monday, 28th June, 2021",https://na.gov.pk/uploads/documents/1626691320_875.pdf
"Saturday, 26th June, 2021","Saturday, 26th June, 2021",https://na.gov.pk/uploads/documents/63ecc6ce05b56_278.pdf
"Friday, 25th June, 2021","Friday, 25th June, 2021",https://na.gov.pk/uploads/documents/1626097610_464.pdf
"Thursday, 24th June, 2021","Thursday, 24th June, 2021",https://na.gov.pk/uploads/documents/63ecc7210012a_891.pdf
"Wednesday, 23rd June, 2021","Wednesday, 23rd June, 2021",https://na.gov.pk/uploads/documents/63ecc750ba41e_792.pdf
"Tuesday, 22nd June, 2021","Tuesday, 22nd June, 2021",https://na.gov.pk/uploads/documents/1627643637_407.pdf
"Monday, 21st June, 2021","Monday, 21st June, 2021",https://na.gov.pk/uploads/documents/1627295045_496.pdf
"Saturday, 19th June, 2021","Saturday, 19th June, 2021",https://na.gov.pk/uploads/documents/1626437388_384.pdf
"Friday, 18th June, 2021","Friday, 18th June, 2021",https://na.gov.pk/uploads/documents/1626263807_751.pdf
"Thursday, 17th June, 2021","Thursday, 17th June, 2021",https://na.gov.pk/uploads/documents/1625659829_970.pdf
"Wednesday, 16th June, 2021","Wednesday, 16th June, 2021",https://na.gov.pk/uploads/documents/1624087374_358.pdf
"Tuesday, 15th June, 2021","Tuesday, 15th June, 2021",https://na.gov.pk/uploads/documents/1624087129_418.pdf
"Monday, 14th June, 2021","Monday, 14th June, 2021",https://na.gov.pk/uploads/documents/1623838687_643.pdf
"Friday, 11th June, 2021","Friday, 11th June, 2021",https://na.gov.pk/uploads/documents/1624690585_994.pdf
"Thursday, 10th June, 2021","Thursday, 10th June, 2021",https://na.gov.pk/uploads/documents/1626061839_213.pdf
"Tuesday, 8th June, 2021","Tuesday, 8th June, 2021",https://na.gov.pk/uploads/documents/1623936122_833.pdf
"Monday, 7th June, 2021","Monday, 7th June, 2021",https://na.gov.pk/uploads/documents/1624602357_407.pdf
"Thursday, 12th August, 2021","Thursday, 12th August, 2021",https://na.gov.pk/uploads/documents/1630311268_299.pdf
"Wednesday, 11th August, 2021","Wednesday, 11th August, 2021",https://na.gov.pk/uploads/documents/1630394273_668.pdf
"Tuesday, 10th August, 2021","Tuesday, 10th August, 2021",https://na.gov.pk/uploads/documents/1630659187_568.pdf
"Monday, 9th August, 2021","Monday, 9th August, 2021",https://na.gov.pk/uploads/documents/1629182520_446.pdf
"Friday, 6th August, 2021","Friday, 6th August, 2021",https://na.gov.pk/uploads/documents/1628830660_186.pdf
"Tuesday, 3rd August, 2021","Tuesday, 3rd August, 2021",https://na.gov.pk/uploads/documents/1628498706_206.pdf
"Monday, 2nd August, 2021","Monday, 2nd August, 2021",https://na.gov.pk/uploads/documents/1628575558_669.pdf
"Friday, 30th July, 2021","Friday, 30th July, 2021",https://na.gov.pk/uploads/documents/1628588319_135.pdf
"Monday, 19th July, 2021","Monday, 19th July, 2021",https://na.gov.pk/uploads/documents/1628138591_652.pdf
"Friday, 16th July, 2021","Friday, 16th July, 2021",https://na.gov.pk/uploads/documents/1628569579_349.pdf
"Wednesday, 14th July, 2021","Wednesday, 14th July, 2021",https://na.gov.pk/uploads/documents/1628138366_970.pdf
"Tuesday, 13th July, 2021","Tuesday, 13th July, 2021",https://na.gov.pk/uploads/documents/1628144357_692.pdf
"Monday, 12th July, 2021","Monday, 12th July, 2021",https://na.gov.pk/uploads/documents/1628491190_214.pdf
"Friday, 9th July, 2021","Friday, 9th July, 2021",https://na.gov.pk/uploads/documents/1627962201_955.pdf
"Thursday, 8th July, 2021","Thursday, 8th July, 2021",https://na.gov.pk/uploads/documents/1627962086_114.pdf
"Thursday, 12th September, 2019","Thursday, 12th September, 2019",https://na.gov.pk/uploads/documents/1568719283_203.pdf
"Thursday, 19th September, 2019","Thursday, 19th September, 2019",https://na.gov.pk/uploads/documents/1569489217_956.pdf
"Tuesday, 17th September, 2019","Tuesday, 17th September, 2019",https://na.gov.pk/uploads/documents/1610948906_123.pdf
"Monday, 16th September, 2019","Monday, 16th September, 2019",https://na.gov.pk/uploads/documents/1569318457_353.pdf
"Friday, 13th September, 2019","Friday, 13th September, 2019",https://na.gov.pk/uploads/documents/1610948700_776.pdf
"Wednesday, 2nd October, 2019","Wednesday, 2nd October, 2019",https://na.gov.pk/uploads/documents/1570169588_709.pdf
"Tuesday, 1st October, 2019","Tuesday, 1st October, 2019",https://na.gov.pk/uploads/documents/1610952218_737.pdf
"Monday, 30th September, 2019","Monday, 30th September, 2019",https://na.gov.pk/uploads/documents/1610952095_513.pdf
"Friday, 15th November, 2019","Friday, 15th November, 2019",https://na.gov.pk/uploads/documents/1610953255_468.pdf
"Thursday, 14th November, 2019","Thursday, 14th November, 2019",https://na.gov.pk/uploads/documents/1610953200_279.pdf
"Monday, 11th November, 2019","Monday, 11th November, 2019",https://na.gov.pk/uploads/documents/1610953074_719.pdf
"Friday, 8th November, 2019","Friday, 8th November, 2019",https://na.gov.pk/uploads/documents/1610952990_182.pdf
"Thursday, 7th November, 2019","Thursday, 7th November, 2019",https://na.gov.pk/uploads/documents/1610952880_224.pdf
"Monday, 16th December, 2019","Monday, 16th December, 2019",https://na.gov.pk/uploads/documents/1610954726_495.pdf
"Friday, 13th December, 2019","Friday, 13th December, 2019",https://na.gov.pk/uploads/documents/1576818842_571.pdf
"Tuesday, 10th December, 2019","Tuesday, 10th December, 2019",https://na.gov.pk/uploads/documents/1576674949_458.pdf
"Monday, 9th December, 2019","Monday, 9th December, 2019",https://na.gov.pk/uploads/documents/1610954626_271.pdf
"Friday, 6th December, 2019","Friday, 6th December, 2019",https://na.gov.pk/uploads/documents/1610954530_994.pdf
"Thursday, 5th December, 2019","Thursday, 5th December, 2019",https://na.gov.pk/uploads/documents/1610954440_535.pdf
"Wednesday, 4th December, 2019","Wednesday, 4th December, 2019",https://na.gov.pk/uploads/documents/1610954321_929.pdf
"Wednesday, 15th January, 2020","Wednesday, 15th January, 2020",https://na.gov.pk/uploads/documents/1610955656_549.pdf
"Tuesday, 14th January, 2020","Tuesday, 14th January, 2020",https://na.gov.pk/uploads/documents/1610955595_227.pdf
"Monday, 13th January, 2020","Monday, 13th January, 2020",https://na.gov.pk/uploads/documents/1610955521_268.pdf
"Friday, 10th January, 2020","Friday, 10th January, 2020",https://na.gov.pk/uploads/documents/1579694158_149.pdf
"Thursday, 9th January, 2020","Thursday, 9th January, 2020",https://na.gov.pk/uploads/documents/1610955465_573.pdf
"Wednesday, 8th January, 2020","Wednesday, 8th January, 2020",https://na.gov.pk/uploads/documents/1610955328_894.pdf
"Tuesday, 7th January, 2020","Tuesday, 7th January, 2020",https://na.gov.pk/uploads/documents/1578637053_894.pdf
"Monday, 6th January, 2020","Monday, 6th January, 2020",https://na.gov.pk/uploads/documents/1579169221_334.pdf
"Friday, 3rd January, 2020","Friday, 3rd January, 2020",https://na.gov.pk/uploads/documents/1578372656_185.pdf
"Thursday, 2nd January, 2020","Thursday, 2nd January, 2020",https://na.gov.pk/uploads/documents/1578563476_320.pdf
"Wednesday, 1st January, 2020","Wednesday, 1st January, 2020",https://na.gov.pk/uploads/documents/1610954963_801.pdf
"Monday, 17th February, 2020","Monday, 17th February, 2020",https://na.gov.pk/uploads/documents/1611119496_525.pdf
"Friday, 14th February, 2020","Friday, 14th February, 2020",https://na.gov.pk/uploads/documents/1583304066_116.pdf
"Thursday, 13th February, 2020","Thursday, 13th February, 2020",https://na.gov.pk/uploads/documents/1611119445_365.pdf
"Wednesday, 12th February, 2020","Wednesday, 12th February, 2020",https://na.gov.pk/uploads/documents/1611119389_580.pdf
"Tuesday, 11th February, 2020","Tuesday, 11th February, 2020",https://na.gov.pk/uploads/documents/1611119251_939.pdf
"Monday, 10th February, 2020","Monday, 10th February, 2020",https://na.gov.pk/uploads/documents/1582114433_728.pdf
"Friday, 7th February, 2020","Friday, 7th February, 2020",https://na.gov.pk/uploads/documents/1611119218_581.pdf
"Thursday, 6th February, 2020","Thursday, 6th February, 2020",https://na.gov.pk/uploads/documents/1611118914_745.pdf
"Tuesday, 4th February, 2020","Tuesday, 4th February, 2020",https://na.gov.pk/uploads/documents/1611118793_601.pdf
"Monday, 3rd February, 2020","Monday, 3rd February, 2020",https://na.gov.pk/uploads/documents/1581433507_463.pdf
"Friday, 31st January, 2020","Friday, 31st January, 2020",https://na.gov.pk/uploads/documents/1581320562_317.pdf
"Thursday, 30th January, 2020","Thursday, 30th January, 2020",https://na.gov.pk/uploads/documents/1580970943_820.pdf
"Friday, 14th February, 2020","Friday, 14th February, 2020",https://na.gov.pk/uploads/documents/1583130079_943.pdf
"Friday, 13th March, 2020","Friday, 13th March, 2020",https://na.gov.pk/uploads/documents/1611120165_452.pdf
"Wednesday, 11th March, 2020","Wednesday, 11th March, 2020",https://na.gov.pk/uploads/documents/1584688004_903.pdf
"Tuesday, 10th March, 2020","Tuesday, 10th March, 2020",https://na.gov.pk/uploads/documents/1611119966_144.pdf
"Monday, 9th March, 2020","Monday, 9th March, 2020",https://na.gov.pk/uploads/documents/1584603130_418.pdf
"Friday, 15th May, 2020","Friday, 15th May, 2020",https://na.gov.pk/uploads/documents/1589974466_792.pdf
"Wednesday, 13th May, 2020","Wednesday, 13th May, 2020",https://na.gov.pk/uploads/documents/1611120433_709.pdf
"Monday, 11th May, 2020","Monday, 11th May, 2020",https://na.gov.pk/uploads/documents/1589532698_610.pdf
"Tuesday, 30th June, 2020","Tuesday, 30th June, 2020",https://na.gov.pk/uploads/documents/1611127964_937.pdf
"Monday, 29th June, 2020","Monday, 29th June, 2020",https://na.gov.pk/uploads/documents/1611127881_650.pdf
"Saturday, 27th June, 2020","Saturday, 27th June, 2020",https://na.gov.pk/uploads/documents/1611127656_805.pdf
"Friday, 26th June, 2020","Friday, 26th June, 2020",https://na.gov.pk/uploads/documents/1611127615_393.pdf
"Thursday, 25th June, 2020","Thursday, 25th June, 2020",https://na.gov.pk/uploads/documents/1611127506_597.pdf
"Wednesday, 24th June, 2020","Wednesday, 24th June, 2020",https://na.gov.pk/uploads/documents/1611127337_489.pdf
"Tuesday, 23rd June, 2020","Tuesday, 23rd June, 2020",https://na.gov.pk/uploads/documents/1611127263_455.pdf
"Monday, 22nd June, 2020","Monday, 22nd June, 2020",https://na.gov.pk/uploads/documents/1611127175_712.pdf
"Friday, 19th June, 2020","Friday, 19th June, 2020",https://na.gov.pk/uploads/documents/1593179650_791.pdf
"Thursday, 18th June, 2020","Thursday, 18th June, 2020",https://na.gov.pk/uploads/documents/1611127083_332.pdf
"Wednesday, 17th June, 2020","Wednesday, 17th June, 2020",https://na.gov.pk/uploads/documents/1594029250_888.pdf
"Tuesday, 16th June, 2020","Tuesday, 16th June, 2020",https://na.gov.pk/uploads/documents/1611127024_172.pdf
"Monday, 15th June, 2020","Monday, 15th June, 2020",https://na.gov.pk/uploads/documents/1611126866_501.pdf
"Friday, 12th June, 2020","Friday, 12th June, 2020",https://na.gov.pk/uploads/documents/1592391310_494.pdf
"Thursday, 11th June, 2020","Thursday, 11th June, 2020",https://na.gov.pk/uploads/documents/1611123148_982.pdf
"Wednesday, 10th June, 2020","Wednesday, 10th June, 2020",https://na.gov.pk/uploads/documents/1592383107_284.pdf
"Monday, 8th June, 2020","Monday, 8th June, 2020",https://na.gov.pk/uploads/documents/1611122987_525.pdf
"Friday, 5th June, 2020","Friday, 5th June, 2020",https://na.gov.pk/uploads/documents/1591773433_895.pdf
"Wednesday, 29th July, 2020","Wednesday, 29th July, 2020",https://na.gov.pk/uploads/documents/1598356603_453.pdf
"Tuesday, 28th July, 2020","Tuesday, 28th July, 2020",https://na.gov.pk/uploads/documents/1598421873_684.pdf
"Monday, 27th July, 2020","Monday, 27th July, 2020",https://na.gov.pk/uploads/documents/1611133695_618.pdf
"Friday, 24th July, 2020","Friday, 24th July, 2020",https://na.gov.pk/uploads/documents/1598258564_360.pdf
"Thursday, 23rd July, 2020","Thursday, 23rd July, 2020",https://na.gov.pk/uploads/documents/1611133638_602.pdf
"Tuesday, 21st July, 2020","Tuesday, 21st July, 2020",https://na.gov.pk/uploads/documents/1597827130_676.pdf
"Monday, 20th July, 2020","Monday, 20th July, 2020",https://na.gov.pk/uploads/documents/1597985269_816.pdf
"Friday, 17th July, 2020","Friday, 17th July, 2020",https://na.gov.pk/uploads/documents/1597827054_715.pdf
"Thursday, 16th July, 2020","Thursday, 16th July, 2020",https://na.gov.pk/uploads/documents/1611133596_980.pdf
"Tuesday, 14th July, 2020","Tuesday, 14th July, 2020",https://na.gov.pk/uploads/documents/1611133559_257.pdf
"Monday, 13th July, 2020","Monday, 13th July, 2020",https://na.gov.pk/uploads/documents/1611133510_997.pdf
"Friday, 10th July, 2020","Friday, 10th July, 2020",https://na.gov.pk/uploads/documents/1595480923_367.pdf
"Thursday, 9th July, 2020","Thursday, 9th July, 2020",https://na.gov.pk/uploads/documents/1611133460_392.pdf
"Wednesday, 8th July, 2020","Wednesday, 8th July, 2020",https://na.gov.pk/uploads/documents/1611133353_982.pdf
"Wednesday, 12th August, 2020","Wednesday, 12th August, 2020",https://na.gov.pk/uploads/documents/1611133949_983.pdf
"Tuesday, 11th August, 2020","Tuesday, 11th August, 2020",https://na.gov.pk/uploads/documents/1598521183_136.pdf
"Monday, 10th August, 2020","Monday, 10th August, 2020",https://na.gov.pk/uploads/documents/1611133922_954.pdf
"Friday, 7th August, 2020","Friday, 7th August, 2020",https://na.gov.pk/uploads/documents/1611133860_164.pdf
"Thursday, 30th July, 2020","Thursday, 30th July, 2020",https://na.gov.pk/uploads/documents/1611134010_797.pdf
"Thursday, 6th August, 2020","Thursday, 6th August, 2020",https://na.gov.pk/uploads/documents/1598607885_979.pdf
"Friday, 17th August, 2018","Friday, 17th August, 2018",https://na.gov.pk/uploads/documents/1535627385_766.pdf
"Wednesday, 15th August, 2018","Wednesday, 15th August, 2018",https://na.gov.pk/uploads/documents/1535605754_904.pdf
"Monday, 13th August, 2018","Monday, 13th August, 2018",https://na.gov.pk/uploads/documents/1534488025_560.pdf
"Monday, 17th September, 2018","Monday, 17th September, 2018",https://na.gov.pk/uploads/documents/1545390109_515.pdf
"Wednesday, 3rd October, 2018","Wednesday, 3rd October, 2018",https://na.gov.pk/uploads/documents/1545389867_220.pdf
"Tuesday, 2nd October, 2018","Tuesday, 2nd October, 2018",https://na.gov.pk/uploads/documents/1545389794_517.pdf
"Monday, 1st October, 2018","Monday, 1st October, 2018",https://na.gov.pk/uploads/documents/1546313508_476.pdf
"Friday, 28th September, 2018","Friday, 28th September, 2018",https://na.gov.pk/uploads/documents/1538717214_504.pdf
"Thursday, 27th September, 2018","Thursday, 27th September, 2018",https://na.gov.pk/uploads/documents/1539761230_864.pdf
"Wednesday, 26th September, 2018","Wednesday, 26th September, 2018",https://na.gov.pk/uploads/documents/1538561520_189.pdf
"Tuesday, 25th September, 2018","Tuesday, 25th September, 2018",https://na.gov.pk/uploads/documents/1538476611_125.pdf
"Monday, 24th September, 2018","Monday, 24th September, 2018",https://na.gov.pk/uploads/documents/1545390274_485.pdf
"Tuesday, 18th September, 2018","Tuesday, 18th September, 2018",https://na.gov.pk/uploads/documents/1545390172_389.pdf
"Wednesday, 17th October, 2018","Wednesday, 17th October, 2018",https://na.gov.pk/uploads/documents/1545389927_333.pdf
"Friday, 9th November, 2018","Friday, 9th November, 2018",https://na.gov.pk/uploads/documents/1546312949_980.pdf
"Thursday, 8th November, 2018","Thursday, 8th November, 2018",https://na.gov.pk/uploads/documents/1542190205_271.pdf
"Wednesday, 7th November, 2018","Wednesday, 7th November, 2018",https://na.gov.pk/uploads/documents/1545390509_640.pdf
"Tuesday, 6th November, 2018","Tuesday, 6th November, 2018",https://na.gov.pk/uploads/documents/1545390477_403.pdf
"Monday, 5th November, 2018","Monday, 5th November, 2018",https://na.gov.pk/uploads/documents/1545390450_124.pdf
"Friday, 2nd November, 2018","Friday, 2nd November, 2018",https://na.gov.pk/uploads/documents/1545390310_592.pdf
"Thursday, 1st November, 2018","Thursday, 1st November, 2018",https://na.gov.pk/uploads/documents/1546330532_171.pdf
